2iKW_sEpWeJrVMCnpRVR3m2pKtX86ilN,2iKW_sEpWeJrVMCnpRVR3m2pKtX86ilN,20667664,series-lyxfallan,2522304,2536064,0.99457425,0
2iKW_sEpWeJrVMCnpRVR3m2pKtX86ilN,2iKW_sEpWeJrVMCnpRVR3m2pKtX86ilN,20667665,series-lyxfallan,2540248,2540064,1.0000725,0
2iKW_sEpWeJrVMCnpRVR3m2pKtX86ilN,2iKW_sEpWeJrVMCnpRVR3m2pKtX86ilN,20667660,series-lyxfallan,2519914,2527488,0.9970034,0
2iKW_sEpWeJrVMCnpRVR3m2pKtX86ilN,2iKW_sEpWeJrVMCnpRVR3m2pKtX86ilN,20670545,series-lyxfallan,2539189,2539072,1.0000461,0
2iKW_sEpWeJrVMCnpRVR3m2pKtX86ilN,2iKW_sEpWeJrVMCnpRVR3m2pKtX86ilN,20667659,series-lyxfallan,2567337,2522144,1.0179185,0
2iKW_sEpWeJrVMCnpRVR3m2pKtX86ilN,2iKW_sEpWeJrVMCnpRVR3m2pKtX86ilN,20667658,series-lyxfallan,2515545,2523136,0.99699146,0
2iKW_sEpWeJrVMCnpRVR3m2pKtX86ilN,2iKW_sEpWeJrVMCnpRVR3m2pKtX86ilN,20664482,series-paradise-hotel-sverige,2103594,2098592,1.0023835,0
2iKW_sEpWeJrVMCnpRVR3m2pKtX86ilN,2iKW_sEpWeJrVMCnpRVR3m2pKtX86ilN,20667661,series-lyxfallan,2532217,2535712,0.9986217,0
2iKW_sEpWeJrVMCnpRVR3m2pKtX86ilN,2iKW_sEpWeJrVMCnpRVR3m2pKtX86ilN,20664481,series-paradise-hotel-sverige,2900714,2889056,1.0040352,0
2iKW_sEpWeJrVMCnpRVR3m2pKtX86ilN,2iKW_sEpWeJrVMCnpRVR3m2pKtX86ilN,20667662,series-lyxfallan,2557149,2536064,1.008314,0
2iKW_sEpWeJrVMCnpRVR3m2pKtX86ilN,2iKW_sEpWeJrVMCnpRVR3m2pKtX86ilN,20670544,series-lyxfallan,2539108,2539072,1.0000142,0
2iKW_sEpWeJrVMCnpRVR3m2pKtX86ilN,2iKW_sEpWeJrVMCnpRVR3m2pKtX86ilN,20670547,series-lyxfallan,2530988,2531072,0.9999668,0
2iKW_sEpWeJrVMCnpRVR3m2pKtX86ilN,2iKW_sEpWeJrVMCnpRVR3m2pKtX86ilN,20670546,series-lyxfallan,2540745,2538048,1.0010626,0
2iKW_sEpWeJrVMCnpRVR3m2pKtX86ilN,2iKW_sEpWeJrVMCnpRVR3m2pKtX86ilN,20667666,series-lyxfallan,2508439,2539456,0.987786,0
2jQhymqmdvhRmSjCsPJoMCf6dHwp0mkq,2jQhymqmdvhRmSjCsPJoMCf6dHwp0mkq,20670545,series-lyxfallan,2539480,2539072,1.0001607,0
2jQhymqmdvhRmSjCsPJoMCf6dHwp0mkq,2jQhymqmdvhRmSjCsPJoMCf6dHwp0mkq,20670544,series-lyxfallan,2539233,2539072,1.0000634,0
2jQhymqmdvhRmSjCsPJoMCf6dHwp0mkq,2jQhymqmdvhRmSjCsPJoMCf6dHwp0mkq,20670546,series-lyxfallan,2535939,2538048,0.99916905,0
2jQhymqmdvhRmSjCsPJoMCf6dHwp0mkq,0c7d224b-3e44-44c8-88a8-1f0e948e285b,20612613,series-babblarna,162088,163936,0.98872733,1
2jQhymqmdvhRmSjCsPJoMCf6dHwp0mkq,0c7d224b-3e44-44c8-88a8-1f0e948e285b,20612614,series-babblarna,165006,165056,0.9996971,1
